Alloys,Phase,Tg_K,Tx_K,Tl_K,Rc_mm/s,Dmax_mm
Zr42Cu48Al6Ag4,MMG,711.0,716.0,1114.0,NAN,NAN
Zr45Cu40Al7Ag8,MMG,713.0,800.0,1185.0,NAN,NAN
Zr43Cu47Al7Ag3,MMG,726.0,762.0,1159.0,NAN,NAN
Zr43Cu45Al7Ag5,MMG,727.0,793.0,1156.0,NAN,NAN
Zr43Cu49Al7Ag1,MMG,729.0,794.0,1139.0,NAN,NAN
Zr40Nb1Cu54Al5,MMG,741.0,795.0,1170.0,NAN,NAN
Zr40Nb5Cu50Al5,MMG,750.0,807.0,1232.0,NAN,NAN
Zr40Nb3Cu52Al5,MMG,747.0,790.0,1243.0,NAN,NAN
Zr55Al15Co25Nb5,MMG,740.0,789.0,1238.0,NAN,NAN
Zr56Co21Al16Cu7,MMG,748.0,786.0,1375.0,NAN,NAN
Zr56Co22Al16Cu6,MMG,753.0,794.0,1245.0,NAN,NAN
Zr56Co23Al16Cu5,MMG,750.0,802.0,1245.0,NAN,NAN
Zr28Y28Al22Co22,MMG,712.0,808.0,1244.0,NAN,NAN
Zr42Cu50Al6Ag2,MMG,709.0,739.0,1441.0,NAN,NAN
Zr42Cu50Al4Ag4,MMG,703.0,802.0,1194.0,NAN,NAN
Zr44Cu48Al6Ag2,MMG,704.0,784.0,1168.0,NAN,NAN
Zr42Cu42Al8Ag8,MMG,705.0,788.0,1167.0,NAN,NAN
Zr50Cu34Al8Ag8,MMG,680.0,780.0,1213.0,NAN,NAN
Zr46Cu46Al6Ag2,MMG,698.0,780.0,1149.0,NAN,NAN
Cu50Zr35Ti10Al5,MMG,700.0,778.0,1175.0,NAN,NAN
Zr48Cu40Al7Ag5,MMG,699.0,741.0,1158.0,NAN,NAN
Zr46Cu46Al4Ag4,MMG,686.0,769.0,1121.0,NAN,NAN
Zr50Cu38Al10Ti2,MMG,687.0,767.0,1169.0,NAN,NAN
Zr45Cu47Al4Ag4,MMG,688.0,746.0,1154.0,NAN,NAN
Zr44Cu48Al4Ag4,MMG,692.0,770.0,1156.0,NAN,NAN
Zr44Cu46Al4Ag6,MMG,692.0,779.0,1155.0,NAN,NAN
Zr46Cu38Al8Ag8,MMG,692.0,776.0,1175.0,NAN,NAN
Zr45Cu47Al5Ag3,MMG,702.0,795.0,1146.0,NAN,NAN
Zr48Cu42Al7Ag3,MMG,700.0,785.0,1162.0,NAN,NAN
Zr48Cu36Ag13Al3,MMG,690.0,763.0,1135.0,NAN,NAN
Zr55Al10Cu30Ni5,MMG,685.0,753.0,1169.0,NAN,NAN
Zr60Al8Cu17Ni15,MMG,687.0,750.0,1143.0,NAN,NAN
Zr70Cu19Al8Ni3,MMG,630.0,752.0,1143.0,NAN,NAN
Zr66Al9Cu16Ni9,MMG,647.0,689.0,1200.0,NAN,NAN
Zr48Cu40Al4Ag8,MMG,411.0,643.0,1274.0,NAN,NAN
Zr48Cu45Al4Ga3,MMG,430.0,483.0,856.0,NAN,NAN
Zr40Cu50Al5Ag5,MMG,490.0,618.0,901.0,NAN,NAN
Zr35Ti30Be30Al5,MMG,602.0,691.0,1036.0,NAN,NAN
Zr43Cu49Al4Ag4,MMG,614.0,733.0,1138.0,NAN,NAN
Zr62Nb5Cu25Al8,MMG,574.0,687.0,998.0,NAN,NAN
Zr48Cu37Al7Ag8,MMG,653.0,698.0,1243.0,NAN,NAN
Zr70Al8Cu3Ni19,MMG,640.0,774.2,1196.8,NAN,4
Zr70Al8Cu6Ni16,MMG,631.0,710.0,1220.0,NAN,1.5
Zr70Al8Cu19Ni3,MMG,630.0,705.0,1205.0,NAN,8
Zr48Cu36Al9Ag7,MMG,689.0,710.0,1200.0,NAN,1.5
Zr70Al8Cu16Ni6,MMG,641.0,776.0,1151.0,NAN,10.4
Zr66Al8Cu7Ni19,MMG,665.0,707.0,1179.0,NAN,6
Zr48Cu43Al7Ag2,MMG,700.0,745.0,1227.0,NAN,NAN
Zr48Cu36Al8Ag8,MMG,690.0,761.0,1152.0,NAN,12
Zr44Cu40Ag8Al8,MMG,702.0,791.0,1143.0,NAN,25
Zr48Cu36Ag8Al8,MMG,670.0,772.0,1166.0,NAN,15
Zr46Cu38Ag8Al8,MMG,690.0,771.0,1146.0,NAN,25
Zr50Cu34Ag8Al8,MMG,680.0,784.0,1148.0,NAN,20
Zr55Ti3Cu32Al10,MMG,668.0,780.0,1148.0,NAN,15
Zr61Ti2Al12Cu25,MMG,652.0,723.0,1188.0,NAN,3
Zr55Cu30Al10Ni5,MMG,690.0,750.7,1179.9,NAN,4
Zr54Cu29Ni7Al10,MMG,719.4,757.0,1158.0,NAN,5.2
Zr70Al8Cu11Ni11,MMG,633.0,751.0,1186.0,NAN,3
Zr50Ti2Al10Cu38,MMG,687.0,706.0,1175.0,NAN,8
Zr55Al20Co20Cu5,MMG,674.0,737.0,1095.0,NAN,4
Zr48Cu36Al3Ag13,MMG,690.0,815.0,1285.0,NAN,5
Zr62Al8Cu17Ni13,MMG,675.0,753.0,1169.0,NAN,4.5
Zr61Al8Cu17Ni14,MMG,679.0,752.0,1352.0,NAN,NAN
Zr62Cu23Al10Fe5,MMG,651.0,757.0,1143.0,NAN,NAN
Zr64Al8Cu17Ni11,MMG,666.0,751.0,1186.0,NAN,NAN
Zr66Al8Cu12Ni14,MMG,650.0,782.0,1211.0,NAN,NAN
Zr65Al8Cu17Ni10,MMG,648.0,658.0,1303.0,NAN,NAN
Zr60Cu25Fe5Al10,MMG,655.0,740.0,1188.0,NAN,NAN
Zr58Cu22Fe8Al12,MMG,591.0,767.0,1170.0,NAN,NAN
Zr60Nb5Cu25Al10,MMG,574.0,652.0,1276.0,NAN,NAN
Zr58Nb5Cu25Al12,MMG,575.0,654.0,1236.0,NAN,NAN
Zr65Al10Cu15Ni10,MMG,652.0,683.0,1134.0,NAN,0.68
Zr49Ni20Ti17Cu14,MMG,631.0,723.0,1364.0,NAN,NAN
Zr49Ti14Ni20Cu17,MMG,625.0,669.0,1087.0,NAN,NAN
Zr49Ti17Ni20Cu14,MMG,631.0,674.0,1095.0,NAN,4
Zr60Al10Cu20Ni10,MMG,669.0,716.0,1087.0,NAN,3
Zr30Hf25Al20Co25,MMG,683.0,746.0,1274.0,NAN,NAN
Zr60Al10Ni10Cu20,MMG,666.0,750.0,1294.0,NAN,5
Zr49Ti17Ni20Cu14,MMG,631.0,768.0,1153.0,NAN,20
Zr55Al10Cu30Ni5,MMG,669.0,680.0,1087.0,NAN,3
Zr60Al15Cu15Ni10,MMG,668.0,683.0,1334.0,NAN,NAN
Zr62Al10Cu18Ni10,MMG,676.0,766.0,1207.0,NAN,NAN
Zr60Cu20Fe10Al10,MMG,670.0,738.0,1159.0,NAN,NAN
Zr60Nb10Cu20Al10,MMG,573.0,757.0,1376.0,NAN,NAN
Zr65Cu27.5Al1.5B6,MMG,639.0,662.0,1250.0,NAN,NAN
Zr65Cu27.5Al5.5B2,MMG,640.0,684.0,1065.0,NAN,NAN
Zr65Cu27.5Al3.5B4,MMG,644.0,716.0,1067.0,NAN,NAN
Zr48Cu47.5Al4V0.5,MMG,422.0,738.0,1073.0,NAN,NAN
Zr44Ti4Cu36Al8Ag8,MMG,474.0,700.0,919.0,NAN,NAN
Zr46Ti2Cu36Al8Ag8,MMG,696.0,738.0,1181.0,NAN,9
Zr57Cu20Al10Ni8Ti5,MMG,677.0,750.0,1145.0,NAN,10
Zr48Cu47.5Al4Ni0.5,MMG,415.0,720.0,1145.0,NAN,NAN
Zr48Cu47.5Al4Fe0.5,MMG,419.0,470.0,920.0,NAN,NAN
Zr48Cu47.5Al4Cr0.5,MMG,416.0,470.0,921.0,NAN,NAN
Zr48Cu47.7Al4Co0.3,MMG,417.0,471.0,922.0,NAN,NAN
Zr48Cu46.5Al4Nb1.5,MMG,414.0,471.0,922.0,NAN,NAN
Zr48Cu34Pd2Ag8Al8,MMG,471.0,699.0,908.0,NAN,NAN
Zr60Cu25Al10FeAg5,MMG,660.0,794.0,1140.0,NAN,30
Zr70Al8Cu13.5Ni8.5,MMG,625.0,729.8,1209.0,NAN,4
Zr42Fe6Cu36Al8Ag8,MMG,707.0,708.0,1171.0,NAN,10
Zr30Al22Co28Nb20,MMG,677.0,797.0,1238.0,NAN,4
Zr28Al24Co28Nb20,MMG,679.0,742.0,1234.0,NAN,NAN
Zr36Al16Co28Nb20,MMG,665.0,742.0,1230.0,NAN,NAN
Zr46Al16Co28Nb10,MMG,690.0,736.0,1237.0,NAN,NAN
Zr56Al16Co14Fe14,MMG,736.0,741.0,1217.0,NAN,NAN
Zr55Al15Co18Nb12,MMG,701.0,796.0,1283.0,NAN,NAN
Zr46Cu37.6Ag8.4Al8,MMG,661.0,754.0,1233.0,NAN,NAN
Zr53Al16Co24.8Ag6.2,MMG,715.0,755.0,1124.0,NAN,NAN
Zr53Al16Co21.7Ag9.3,MMG,704.0,771.0,1258.0,NAN,NAN
Zr55Al20Co22.5Nb2.5,MMG,738.0,744.0,1258.0,NAN,NAN
Zr70Cu17.5Fe5Al7.5,MMG,636.0,799.0,1238.0,NAN,NAN
Zr46Cu36Al8Ag8Ti2,MMG,696.0,718.0,1153.0,NAN,2
Zr44Cu36Al8Ag8Ti4,MMG,700.0,750.0,1145.0,NAN,NAN
Zr42Cu36Al8Ag8Ti6,MMG,704.0,738.0,1181.0,NAN,NAN
Zr48Cu34Ag8Al8Pd2,MMG,699.0,731.0,1212.0,NAN,NAN
Zr46Cu36Al8Ag8Pd2,MMG,699.0,794.0,1140.0,NAN,NAN
Zr44Cu36Al8Ag8Ni4,MMG,693.0,794.0,1140.0,NAN,NAN
Zr44Cu36Al8Ag8Hf4,MMG,694.0,788.0,1129.0,NAN,NAN
Zr42Cu36Al8Ag8Ni6,MMG,695.0,795.0,1155.0,NAN,NAN
Zr42Cu36Al8Ag8Hf6,MMG,695.0,779.0,1131.0,NAN,NAN
Zr46Cu36Al8Ag8Hf2,MMG,692.0,796.0,1187.0,NAN,NAN
Zr46Cu36Al8Ag8Ni2,MMG,687.0,794.0,1147.0,NAN,NAN
Zr48Cu36.7Al8Ag7.3,MMG,705.0,797.0,1131.0,NAN,NAN
Zr46Cu36Al8Ag8Fe2,MMG,705.0,778.0,1123.0,NAN,NAN
Zr44Cu36Al8Ag8Pd4,MMG,705.0,806.0,1169.0,NAN,NAN
Zr46Cu36Al8Ag8Au2,MMG,705.0,795.0,1153.0,NAN,NAN
Zr40Cu40Al10Ag10,MMG,710.0,799.0,1153.0,NAN,NAN
Zr45Cu39.3Al7Ag8.7,MMG,711.0,765.0,1272.0,NAN,NAN
Zr42Cu36Al8Ag8Au6,MMG,723.0,786.0,1154.0,NAN,NAN
Zr42Cu36Al8Ag8Pd6,MMG,709.0,813.0,1159.0,NAN,NAN
Zr46Cu36.8Al8Ag9.2,MMG,710.0,796.0,1155.0,NAN,NAN
Zr48Cu35.2Al8Ag8.8,MMG,707.0,775.0,1228.0,NAN,NAN
Zr42Cu36Al8Ag8Fe6,MMG,708.0,777.0,1131.0,NAN,NAN
Zr44Cu36Al8Ag8Fe4,MMG,706.0,797.0,1238.0,NAN,NAN
Zr44Cu36Al8Ag8Au4,MMG,713.0,799.0,1213.0,NAN,NAN
Zr54Cu19Al15Ni10Y2,MMG,714.0,806.0,1153.0,NAN,NAN
Zr42Cu36Al8Ag8Nb6,MMG,715.0,787.0,1112.0,NAN,NAN
Zr53.5Al12Cu29.5Ni5,MMG,696.0,755.0,1218.0,NAN,NAN
Zr46Cu36Al8Ag8Nb2,MMG,707.0,758.0,1151.0,NAN,NAN
Zr44Cu36Al8Ag8Nb4,MMG,709.0,765.0,1150.0,NAN,NAN
Zr50.5Al11Cu34.5Ni4,MMG,709.0,759.0,1209.0,NAN,NAN
Zr50.7Al12.3Cu28Ni9,MMG,719.0,752.0,1146.0,NAN,NAN
Zr55Al17.5Co25Nb2.5,MMG,745.0,799.0,1111.0,NAN,NAN
Zr55Al12.5Co25Nb7.5,MMG,732.0,800.0,1361.0,NAN,NAN
Zr53Al16.3Cu18.7Ni12,MMG,709.0,780.0,1390.0,NAN,NAN
Zr51Cu20.7Al16.3Ni12,MMG,722.0,815.0,1117.0,NAN,NAN
Zr51Ti5Ni10Cu25Al9,MMG,675.0,800.0,1132.0,NAN,NAN
Zr53Cu29Ni7Al10Ho1,MMG,703.5,768.0,1186.0,NAN,6
Zr60.5Ti3Al9Fe4.5Cu23,MMG,662.0,740.0,1185.0,NAN,6
Zr59Ti4.5Al9Fe4.5Cu23,MMG,662.0,732.0,1165.0,NAN,10
Zr57.5Ti6Al9Fe4.5Cu23,MMG,661.0,716.0,1153.0,NAN,8
Zr42Ti6Cu36Al8Ag8,MMG,704.0,705.0,1149.0,NAN,3
Zr46Hf2Cu36Al8Ag8,MMG,692.0,731.0,1212.0,NAN,4
Zr46Ni2Cu36Al8Ag8,MMG,687.0,794.0,1147.0,NAN,20
Zr44Fe4Cu36Al8Ag8,MMG,706.0,797.0,1131.0,NAN,25
Zr44Hf4Cu36Al8Ag8,MMG,694.0,799.0,1213.0,NAN,9
Zr42Pd6Cu36Al8Ag8,MMG,709.0,795.0,1155.0,NAN,20
Zr42Ni6Cu36Al8Ag8,MMG,695.0,796.0,1155.0,NAN,20
Zr42Hf6Cu36Al8Ag8,MMG,695.0,779.0,1131.0,NAN,25
Zr44Pd4Cu36Al8Ag8,MMG,705.0,796.0,1187.0,NAN,15
Zr44Ni4Cu36Al8Ag8,MMG,693.0,795.0,1153.0,NAN,25
Zr42Au6Cu36Al8Ag8,MMG,723.0,788.0,1129.0,NAN,30
Zr42Nb6Cu36Al8Ag8,MMG,715.0,813.0,1159.0,NAN,15
Zr44Nb4Cu36Al8Ag8,MMG,709.0,755.0,1218.0,NAN,4
Zr46Au2Cu36Al8Ag8,MMG,705.0,759.0,1209.0,NAN,9
Zr46Fe2Cu36Al8Ag8,MMG,705.0,799.0,1153.0,NAN,20
Zr46Pd2Cu36Al8Ag8,MMG,699.0,806.0,1169.0,NAN,10
Zr44Au4Cu36Al8Ag8,MMG,713.0,794.0,1140.0,NAN,30
Zr46Nb2Cu36Al8Ag8,MMG,707.0,806.0,1153.0,NAN,20
Zr59Cu27Al8Fe5Nb1,MMG,649.0,765.0,1150.0,NAN,10
Zr57Cu27Al8Fe5Nb3,MMG,723.0,772.0,1177.2,NAN,4
Zr55Cu27Al8Fe5Nb5,MMG,680.3,827.8,1169.2,NAN,4
Zr65Cu17.5Fe10Al7.5,MMG,650.0,764.2,1154.0,NAN,4
Zr53Al14Ni10Cu19Y4,MMG,668.0,689.0,1143.0,NAN,2
Zr55Ti3Hf1Cu31Al10,MMG,670.0,766.0,1069.0,NAN,5
Zr55Ti3Hf2Cu30Al10,MMG,676.0,728.0,1179.0,NAN,3
Zr55Ti3Hf3Cu29Al10,MMG,677.0,746.0,1127.0,NAN,3
Zr55Ti3Hf4Cu28Al10,MMG,694.0,746.0,1124.0,NAN,3
Zr55Ti3Hf5Cu27Al10,MMG,697.0,751.0,1163.0,NAN,3
Zr63Ti2Cu20Al10Fe5,MMG,650.0,756.0,1180.0,NAN,3
Zr61Ti4Cu20Al10Fe5,MMG,652.0,723.0,1153.0,NAN,2
Zr59Ti6Cu20Al10Fe5,MMG,656.0,707.0,1158.0,NAN,2
Zr57Ti8Cu20Al10Fe5,MMG,671.0,706.0,1174.0,NAN,2
Zr57Ti5Al10Cu20Ni8,MMG,676.7,703.0,1206.0,NAN,2
Zr57Ti5Al10Cu20Ni8,MMG,683.0,720.0,1145.2,NAN,10
Zr50.7Cu28Ni9Al12.3,MMG,726.0,737.0,1156.0,NAN,10
Zr54Al15Ni10Cu19Y2,MMG,714.0,784.0,1143.0,NAN,9
Zr62.5Cu22.5Al10Fe5,MMG,650.0,787.0,1112.0,NAN,5
Zr62Cu22Al10Fe5Dy1,MMG,627.0,770.0,1173.0,NAN,20
Zr46.53Cu43.56Al8.91Nb1,MG,724.0,780.0,1158.0,NAN,7
Zr46.06Cu43.12Al8.82Nb2,MMG,718.9,778.5,1166.7,NAN,NAN
Zr45.59Cu42.68Al8.73Nb3,MMG,725.3,768.3,1164.6,NAN,NAN
Zr44.65Cu41.8Al8.55Nb5,MMG,725.7,761.1,1164.9,NAN,NAN
Zr60Cu25Al10Fe4Ag1,MMG,668.3,756.5,1160.4,NAN,NAN
Zr60Cu25Al10Fe3Ag2,CMG,667.3,753.0,1180.4,NAN,5
Zr60Cu25Al10Fe2Ag3,MMG,665.5,754.6,1182.0,NAN,8
Zr60Cu25Al10Fe1Ag4,MMG,664.7,748.9,1201.6,NAN,6
Zr65Al7.5Cu17.5Ni10,MMG,656.0,741.5,1207.9,NAN,4
Zr61Al12.2Cu21.8Ni5,MMG,665.0,735.0,1167.0,NAN,16
Zr53Cu19Al14Ni10Y4,MMG,668.0,750.0,1159.0,NAN,NAN
Zr62.5Fe5Al10Cu22.5,MMG,651.0,766.0,1069.0,NAN,NAN
Zr65Cu17.5Ni10Al7.5,MMG,657.0,770.0,1184.0,NAN,NAN
Zr60Cu22.5Fe7.5Al10,MMG,657.0,736.0,1168.0,NAN,NAN
Zr60Cu27.5Fe2.5Al10,MMG,658.0,760.0,1195.0,NAN,NAN
Zr61.6Cu18.4Fe8Al12,MMG,585.0,757.0,1196.0,NAN,NAN
Zr54.5Cu25.6Fe8Al12,MMG,598.0,645.0,1277.0,NAN,NAN
Zr60Nb7.5Cu22.5Al10,MMG,574.0,658.0,1276.0,NAN,NAN
Zr60Nb2.5Cu27.5Al10,MMG,575.0,658.0,1243.0,NAN,NAN
Zr31Ti27Be26Cu10V6,MMG,610.0,650.0,1229.0,NAN,NAN
Zr48Cu29Ni7Al10Ho6,MMG,666.0,674.65,1027.0,NAN,NAN
Zr58Al18.8Ni18.8Ti4.4,MMG,695.0,735.6,1167.6,NAN,16
Zr46Cu37.64Al8Ag8.36,MMG,703.0,754.0,1292.0,NAN,NAN
Zr48Cu37.71Al8Ag6.29,MMG,706.0,776.0,1127.0,NAN,NAN
Zr65.3Al6.5Cu20Ni8.2,MMG,640.0,776.0,1128.0,NAN,NAN
Zr31Ti27Be26Cu10Al6,MMG,607.0,713.0,1277.0,NAN,NAN
Zr31Ti27Be26Cu10Ni6,MMG,610.0,678.0,1060.0,NAN,NAN
Zr31Ti27Be26Cu10Cr6,MMG,611.0,682.0,1023.0,NAN,NAN
Zr31Ti27Be26Cu10Fe6,MMG,617.0,678.0,1018.0,NAN,NAN
Zr31Ti27Be26Cu10Ag6,MMG,620.0,685.0,1037.0,NAN,NAN
Zr51Cu20.7Ni12Al16.3,MMG,675.0,722.0,1057.0,NAN,NAN
Zr48Nb8Cu12Fe8Be24,MMG,658.0,800.0,1132.0,NAN,3
Zr44Ti11Cu10Ni10Be25,MMG,625.0,724.0,1072.0,NAN,8
Zr63Al11.4Cu9.3Ni16.3,MMG,663.3,739.0,1206.0,NAN,10
Zr65Al8.7Cu14.4Ni11.9,MMG,647.0,732.2,1164.3,NAN,6.5
Zr63Al11.4Cu9.3Ni16.3,MMG,663.3,709.5,1164.8,NAN,4
Zr72.5Cu17.5Fe2.5Al7.5,MMG,643.0,732.2,1164.3,NAN,6.5
Zr59.2Cu24.2Fe8.6Al7.5,MMG,679.0,708.0,1160.0,NAN,2
Zr60.6Al13.6Cu18.3Ni7.5,MMG,693.0,777.0,1223.0,NAN,NAN
Zr65Al8.7Cu14.4Ni11.9,MMG,647.0,773.0,1218.0,NAN,NAN
Zr64Al10.1Cu11.7Ni14.2,MMG,657.9,709.5,1164.8,NAN,4
Zr53Al16Co23.25Ag7.75,MMG,690.0,717.3,1158.5,NAN,5
Zr65.5Al5.6Cu22.4Ni6.5,MMG,636.0,739.0,1253.0,NAN,NAN
Zr59.2Cu25.4Fe9.1Al6.3,MMG,661.0,757.0,1271.0,NAN,NAN
Zr59.2Cu24.8Fe8.9Al6.9,MMG,658.0,759.0,1202.0,NAN,NAN
Zr51.6Al22.19Ni22.19Ti4,MMG,730.0,747.0,1230.0,NAN,NAN
Zr28Ti24Be23Cu9Ni10Cr6,MMG,662.0,780.0,1233.0,NAN,NAN
Zr28Ti24Be23Cu9Ni10V6,MMG,629.0,712.0,1092.0,NAN,NAN
Zr28Ti24Be23Cu9Ni10Fe6,MMG,639.0,680.0,1047.0,NAN,NAN
Zr28Ti24Be23Cu9Ni10Al6,MMG,635.0,683.0,1076.0,NAN,NAN
Zr45Nb8Cu13Ni4Be22Fe8,MMG,652.0,687.0,1061.0,NAN,NAN
Zr28Ti24Be23Cu9Ni10Ag6,MMG,638.0,724.0,1196.0,NAN,NAN
Zr64Al10.1Cu14.2Ni11.7,MMG,658.0,691.0,1075.0,NAN,NAN
Zr67.5Cu17.5Fe7.5Al7.5,MMG,633.0,761.0,1141.0,NAN,NAN
Zr64Al10.1Cu11.7Ni14.2,MMG,657.9,717.3,1158.5,NAN,5
Zr63.8Al11.4Cu7.6Ni17.2,MMG,671.0,750.0,1309.0,NAN,NAN
Zr64.5Al9.2Cu13.1Ni13.2,MMG,658.0,745.0,1121.0,NAN,NAN
Zr64.5Al11.5Cu8.5Ni15.5,MMG,640.0,745.0,1188.0,NAN,NAN
Zr28Ti24Be23Ni10Cu9V6,MMG,635.0,677.0,1064.0,NAN,NAN
Zr47.8Al10.7Cu32.8Ni8.7,MMG,712.0,758.0,1211.0,NAN,NAN
Zr51.9Al14.3Cu23.3Ni10.5,MMG,710.0,804.0,1109.0,NAN,NAN
Zr64.8Al8.3Cu15.5Ni11.4,MMG,653.0,704.0,1142.0,NAN,NAN
Zr28Ti24Be23Ni10Cu9Al6,MMG,642.0,685.0,1087.0,NAN,NAN
Zr28Ti24Be23Ni10Cu9Cr6,MMG,637.0,686.0,1071.0,NAN,NAN
Zr28Ti24Be23Ni10Cu9Ag6,MMG,633.0,682.0,1074.0,NAN,NAN
Zr28Ti24Be23Ni10Cu9Fe6,MMG,643.0,694.0,1107.0,NAN,NAN
Zr63.5Al10.7Cu10.7Ni15.1,MMG,653.0,733.0,1127.0,NAN,NAN
Zr63.5Al10.7Cu10.7Ni15.1,MMG,658.4,729.9,1165.8,NAN,6
Zr57Cu15.4Ni12.6Al10Nb5,MMG,682.0,742.0,1115.0,NAN,11.2
Zr45Nb10Cu13Ni2Be22Fe8,MMG,655.0,720.0,1126.0,10,NAN
Zr62.5Al12.5Cu7.95Ni17.45,MMG,669.0,756.0,1143.0,NAN,NAN
Zr62.5Al12.1Cu7.95Ni17.45,MMG,669.0,754.0,1157.0,NAN,NAN
Zr52.5Cu17.9Ni14.6Al10Ti5,MMG,675.0,727.0,1090.0,NAN,10
Zr46Cu27.64Ag8.36Al8Be10,MMG,697.0,813.0,1129.0,NAN,35
Zr50.193Cu27.72Ni8.91Al12.177Y1,MMG,727.0,780.0,1137.0,NAN,9
Zr49.686Cu27.44Ni8.82Al12.054Y2,MMG,722.0,779.0,1116.0,NAN,9
Zr49.179Cu27.16Ni8.73Al11.931Y3,MMG,709.0,767.0,1112.0,NAN,9
Zr62.5Al12.1Cu7.95Ni17.45,MMG,672.3,743.8,1172.2,NAN,7.5
Zr56.5Al17.96Ni17.96Ti7.58,MMG,658.0,714.0,1173.0,NAN,NAN
Zr52.25Al19Co19Cu4.75Ag5,MMG,747.0,806.0,1220.0,NAN,16
Zr41Be22.5Ti14Cu12.5Ni8C2,MMG,628.0,683.0,997.0,NAN,NAN
Zr41Ti14Cu12.5Ni2Be22.4C8,MMG,629.0,727.0,992.0,NAN,3
Zr61.5Al10.7Cu13.65Ni14.15,MMG,669.9,737.5,1154.6,NAN,5.5
Zr61.5Al10.7Cu13.65Ni14.15,MMG,669.9,737.5,1154.6,NAN,5.5
Zr41Ti14Cu12.5Ni8Be22.5C2,MMG,628.0,683.0,997.0,NAN,5
Zr26Ti10Cu8Ni8Be20Y4Mg24,MMG,650.0,700.0,951.0,NAN,5
Zr41.2Ti13.8Ni10Cu12.5Be22.5,MMG,625.0,705.0,1001.0,NAN,6
Zr41Nb14Cu12.5Ni2Be22.5Fe8,MMG,652.0,728.0,1193.0,NAN,NAN
Zr58.9Cu21.85Fe4.75Al9.5Ag5,MMG,663.0,747.0,1189.0,NAN,5
Zr47.5Cu36.1Ti1.9Al9.5Y5,MMG,664.0,721.0,1145.0,NAN,6
Zr48.5Cu36.86Ti1.94Al9.7Y3,MMG,665.0,736.0,1146.0,NAN,16
Zr49Cu37.24Ti1.96Al9.8Y2,MMG,671.0,739.0,1148.0,NAN,20
Zr49.5Cu37.62Ti1.98Al9.9Y1,MMG,681.0,741.0,1145.0,NAN,18
Zr57.66Cu21.39Fe4.65Al9.3Ag7,MMG,664.0,751.0,1191.0,NAN,4
Zr61.38Cu22.77Fe4.95Al9.9Ag1,MMG,656.0,753.0,1175.0,NAN,4
Zr36Nb12Cu10Ni8Be20Y2Mg12,MMG,653.0,733.0,1029.0,NAN,5
Zr60.14Cu22.31Fe4.85Al9.7Ag3,MMG,658.0,743.0,1181.0,NAN,10
Zr54.45Al19.8Co19.8Cu4.95Ag1,MMG,739.0,813.0,1275.0,NAN,10
Zr53.35Al19.4Co19.4Cu4.85Ag3,MMG,740.0,805.0,1246.0,NAN,16
Zr51.15Al18.6Co18.6Cu4.65Ag7,MMG,753.0,806.0,1222.0,NAN,14
Zr55Al20Co20Cu5,MMG,737.0,815.0,1285.0,NAN,5
Zr63.5Al10.7Cu10.7Ni15.1,MMG,658.4,729.9,1165.8,NAN,6
Zr56.2Cu6.9Ni5.6Ti13.8Nb5Be12.5,MMG,707.0,736.0,1168.0,NAN,NAN
Zr40Be21.5Ti15Cu11Ni11Y1Mg0.5,MMG,630.0,674.0,975.0,NAN,NAN
Zr62.5Al12.1Cu7.95Ni17.45,MMG,672.3,743.8,1172.2,NAN,7.5
Zr57.66Cu21.39Fe4.65Al9.3Ag7,MMG,664.0,751.0,1191.0,NAN,4
Zr58.9Cu21.85Fe4.75Al9.5Ag5,MMG,663.0,747.0,1189.0,NAN,5
Zr60.14Cu22.31Fe4.85Al9.7Ag3,MMG,658.0,743.0,1181.0,NAN,10
Zr61.38Cu22.77Fe4.95Al9.9Ag1,MMG,656.0,753.0,1175.0,NAN,4
Zr40Ti15Cu11Ni11Be21.5Y1Mg0.5,MMG,630.0,674.0,975.0,NAN,5
Zr36Nb12Cu10Ni6Fe2Be20Y2Mg12,MMG,670.0,712.0,1029.0,NAN,5
Zr51.15Al18.6Co18.6Cu4.65Ag7,MMG,753.0,806.0,1222.0,NAN,14
Zr54.45Al19.8Co19.8Cu4.95Ag1,MMG,739.0,813.0,1275.0,NAN,10
Zr62Cu23Fe5Al10,MMG,651.0,751.0,1186.0,NAN,3
Zr56Cu24Al9Ni7Ti4,MMG,666.0,719.0,1150.0,NAN,6
Zr56Cu24Al9Ni7Ti3Ag1,MMG,665.0,729.0,1149.0,NAN,6
Zr56Cu24Al9Ni7Ti2Ag2,MMG,663.0,756.0,1149.0,NAN,6
Zr56Cu24Al9Ni7Ti1Ag3,MMG,660.0,760.0,1154.0,NAN,6
Zr56Cu24Al9Ni7Ag4,MMG,663.0,766.0,1152.0,NAN,6
Zr25.0Ti25.0Hf25.0Nb12.5Mo12.5,MMG,821.0,914.0,1336.0,NAN,NAN
Zr20.0Hf20.0Ti20.0Cu20.0Co20.0,CMA,726.0,741.0,1226.0,NAN,NAN
Zr28.6Ti14.3Hf14.3V14.3Nb28.6,CMA,818.0,899.0,1319.0,NAN,NAN
Zr20.0Hf20.0Ti20.0Cu20.0Fe20.0,CMA,722.0,734.0,1220.0,NAN,NAN
Zr25.0Ti25.0Hf25.0V12.5Nb12.5,CMA,755.0,829.0,1318.0,NAN,NAN
Zr25.0Ti25.0Hf25.0Nb12.5Ta12.5,CMA,809.0,876.0,1300.0,NAN,NAN
