"Alloys","Phase","Tg","Tx","Tl","Rc_mm/s","Dmax_mm"
"Ti50Cu42.5Ni7.5","MMG",670,707,"NAN","NAN","NAN"
"Ti36Y20Al24Co20","MMG",689,708,1226,"NAN","NAN"
"Ti65Cu9Ni8Be18","MMG","NAN",768,1523,"NAN","NAN"
"Ti41Zr25Be28Al6","MMG","NAN","NAN","NAN","NAN",2
"Ti41Zr25Be28Fe6","MMG","NAN","NAN","NAN","NAN",7
"Ti40Zr26Be28Fe6","MMG","NAN","NAN","NAN","NAN",8
"Ti45Zr20Be30Al5","MMG",593,"NAN","NAN","NAN",10
"Ti45Zr20Be33Fe2","MMG",598,689,1145,"NAN",3
"Ti45Zr20Be31Fe4","MMG",602,685,1138,"NAN",3
"Ti45Zr20Be30Fe5","MMG",594,702,1129,"NAN",3
"Ti45Zr20Be29Fe6","MMG",615,706,1124,"NAN",3
"Ti45Zr20Be27Fe8","MMG",621,714,1138,"NAN",3
"Ti45Zr20Be30Ag5","MMG",604,716,1142,"NAN",3
"Ti45Zr20Be30Cu5","MMG",590,679,1132,"NAN",3
"Ti45Zr20Be30Cr5","MMG",610,674,1055,"NAN",3
"Ti45Zr20Be30Co5","MMG",597,699,1123,"NAN",3
"Ti45Zr20Be33Co2","MMG",599,668,1057,"NAN",3
"Ti45Zr20Be31Co4","MMG",603,684,1214,"NAN",6
"Ti45Zr20Be29Co6","MMG",598,709,1200,"NAN",9
"Ti45Zr20Be27Co8","MMG",596,698,1180,"NAN",10
"Ti45Zr18Be35Co2","MMG",592,706,1164,"NAN",11
"Ti45Zr16Be35Co4","MMG",589,701,1244,"NAN",7
"Ti45Zr14Be35Co6","MMG",601,705,1256,"NAN",4
"Ti55Be20Zr15Ni10","MMG",604,887,1409,"NAN","NAN"
"Ti55Zr15Be20Ni10","MMG",604,639,1171,"NAN","NAN"
"Ti40Zr10Cu38Pd12","MMG",639,666,1171,"NAN",5
"Ti40Zr10Cu40Pd10","MMG",660,715,1189,"NAN",6
"Ti40Zr10Cu34Pd16","MMG",672,709,1184,"NAN",4
"Ti40Zr10Cu36Pd14","MMG",669,723,1231,"NAN",4
"Ti40Zr10Cu32Pd18","MMG",683,718,1191,"NAN",6
"Ti40Zr10Cu30Pd20","MMG",687,740,1272,"NAN",3
"Ti45Zr20Be25Fe10","MMG",613,747,1279,"NAN",3
"Ti45Zr20Be25Co10","MMG",611,701,1132,"NAN",3
"Ti45Zr20Be23Co12","MMG",642,718,1221,"NAN",12
"Ti45Zr20Be21Co14","MMG",634,709,1158,"NAN",15
"Ti45Zr20Be19Co16","MMG",640,701,1244,"NAN",13
"Ti55Be18Zr10Cu9Ni8","MMG",629,698,1240,"NAN",12
"Ti40Zr25Be18Cu9Ni8","MMG",621,667,1013,"NAN","NAN"
"Ti50Be18Zr15Cu9Ni8","MMG",622,668,1009,"NAN","NAN"
"Ti45Cu37.8Zr10Ni7.2","MMG",641,662,1009,"NAN","NAN"
"Ti50Cu25Ni15Be7Sn3","MMG",680,688,1167,"NAN",1
"Ti40Zr25Ni8Cu9Be18","MMG",621,733,1207,"NAN","NAN"
"Ti50Zr15Cu9Ni8Be18","MMG",622,668,1009,"NAN",8
"Ti55Zr10Cu9Ni8Be18","MMG",629,662,1009,"NAN",6
"Ti44.1Zr19.6Be34.3Co2","MMG",604,667,1013,"NAN",6
"Ti43.65Zr19.4Be33.95Co3","MMG",602,705,1246,"NAN",7
"Ti43.2Zr19.2Be33.6Co4","MMG",599,699,1221,"NAN",8
"Ti42.3Zr18.8Be32.9Co6","MMG",605,708,1188,"NAN",7
"Ti44.1Zr19.6Be34.3Fe2","MMG",605,"NAN","NAN","NAN",10
"Ti43.2Zr19.2Be33.6Fe4","MMG",602,700,1132,"NAN",3
"Ti42.3Zr18.8Be32.9Fe6","MMG",613,712,1097,"NAN",3
"Ti41.4Zr18.4Be32.2Fe8","MMG",633,723,1097,"NAN",3
"Ti50Ni15Cu25Sn3Be7","MMG",688,728,1101,"NAN",3
"Ti20Zr20Nb20Ni20Cu20","MMG","NAN",733,1207,"NAN",2
"Ti20Zr20Nb20Cu20Co20","MG","NAN",732.37,"NAN","NAN","NAN"
"Ti14.25Zr14.25Nb14.25Ni14.25Cu43","MG","NAN",710.15,"NAN","NAN","NAN"
"Ti14.25Zr14.25Nb14.25Cu14.25Ni43","MG","NAN",756.9,"NAN","NAN","NAN"
"Ti14.25Zr14.25Nb14.25Cu14.25Co43","MG","NAN",779.17,"NAN","NAN","NAN"
"Ti40.5Zr18Be31.5Fe10","MG",634,798.46,"NAN","NAN","NAN"
"Ti45Zr16Ni9Cu10Be20","MG","NAN",734,1096,"NAN",3
"Ti20Zr20Hf20Be20Ni20","MMG",628,"NAN","NAN","NAN",1
"Ti20Zr20Hf20Cu20Ni20","MMG",658,686,"NAN","NAN",25
"Ti20Zr20Cu20Ni20Be20","MMG",683,711,"NAN","NAN",1.5
"Ti50Ni24Cu20B1Si2Sn3","MMG",726,729,"NAN","NAN",3
"Ti47.5Zr2.5Cu42.5Ni7.5","MMG",673,800,1310,"NAN",1
"Ti20Zr20Hf20Be20Cu20","MMG",630,720,1225,"NAN",1.5
"Ti47.5Cu42.5Ni7.5Zr2.5","MMG",673,708,"NAN","NAN",12
"Ti43.3Zr21.7Ni7.5Be27.5","MMG",654,720,1225,"NAN","NAN"
"Ti40.18Zr24.5Be27.44Fe5.88Cu2","MMG",613,704,1095,"NAN","NAN"
"Ti45Ni15Cu25Sn3Be7Zr5","MMG",680,720,1128,"NAN",12
"Ti53.9Zr14.7Be19.6Ni9.8Fe2","MMG",602,741,1142,"NAN",5
"Ti52.8Zr14.4Be19.2Ni9.6Fe4","MMG",615,652,1108,"NAN",6
"Ti51.7Zr14.1Be18.8Ni9.4Fe6","MMG",622,666,1093,"NAN",10
"Ti50.6Zr13.8Be18.4Ni9.2Fe8","MMG",635,675,1122,"NAN",7
"Ti36.49Zr22.25Be24.92Al5.34Cu11","MMG","NAN",690,1136,"NAN",6
"Ti42.5Cu42.5Ni7.5Zr2.5Hf5","MMG",677,"NAN","NAN","NAN",10
"Ti42.5Zr2.5Hf5Cu42.5Ni7.5","MMG",677,726,1203,"NAN","NAN"
"Ti49.5Zr13.5Be18Ni9Fe10","MMG",632,726,1203,"NAN",2.5
"Ti20Zr20Hf20Be20Cu10Ni10","MMG",636,701,1104,"NAN",5
"Ti35.8Zr27.2Ni5.3Cu9Be22.7","MMG",593.8,685,"NAN","NAN",15
"Ti38.8Zr24.2Ni5.3Cu9Be22.7","MMG",592.9,643.7,981.7,"NAN",7
"Ti41.8Zr21.2Ni5.3Cu9Be22.7","MMG",591.7,651.7,1008.2,"NAN",7
"Ti44.8Zr18.2Ni5.3Cu9Be22.7","MMG",606.9,651.6,1025.1,"NAN",7
"Ti47.8Zr15.2Ni5.3Cu9Be22.7","MMG",599,657.5,1037.7,"NAN",7
"Ti32.8Zr30.2Cu9Ni5.3Be22.7","MMG",616,660.4,1067.7,"NAN",7
"Ti53Ni18.5Cu15Al7Si3Hf3B0.5","MMG",662,695,1000,"NAN",3
"Ti42.3Cu35.53Zr9.4Ni6.768Sn6","MMG",683,749,1230,"NAN","NAN"
"Ti44.1Cu37.04Zr9.8Ni7.06Sn2","MMG",650,739,1169,"NAN",1
"Ti38.8Zr28.8Cu6.2Be16.2Nb10","MMG",644,692,1167,"NAN","NAN"
"Ti53Cu15Ni18.5Al7Si3Hf3B0.5","MMG",695,726,1040,"NAN",3
"Ti53Cu15Ni18.5Al7Si3Sc3B0.5","MMG",709,749,1230,"NAN",2
"Ti44.1Cu37.04Zr9.8Ni7.056Sn2","MMG",650,767,1240,"NAN",2
"Ti43.2Cu36.29Zr9.6Ni6.912Sn4","MMG",666,692,1167,"NAN",2
"Ti7.0Co23.3Cr23.3Fe23.3Ni23.3","MMG",715,1091,1156,"NAN",2
"Ti11.1Co11.1Cr22.2Fe22.2Ni33.3","MMG",891,1076,1468,"NAN",0
"Ti41.5Zr2.5Hf5Cu37.5Ni7.5Si1Sn5","CMA",692,693.3,1167,"NAN",2
"Ti41.5Cu37.5Ni7.5Hf5Sn5Zr2.5Si1","MMG",693,757.5,1176,"NAN",6
"Ti43.15Cu36.24Zr9.59Ni9.06Sn1.96","MMG",649,758,1176,"NAN","NAN"
"Ti43.15Zr9.59Cu36.24Ni9.06Sn1.96","MMG",649,699,1167,"NAN","NAN"
"Ti44.10Zr9.80Cu37.04Ni7.06Sn2","MMG",650,699,1167,"NAN",3
"Ti31.16Zr28.69Cu8.55Ni5.035Be21.565Nb5","MMG",634,692,1167,"NAN",2
"Ti29.52Zr27.18Cu8.1Ni4.77Be20.43Nb10","MMG",639,662,1006,"NAN",3
"Ti31.16Zr28.69Cu8.55Fe5.035Be21.565Nb5","MMG",646,666,1035,"NAN",20
"Ti29.52Zr27.18Cu8.1Fe4.77Be20.43Nb10","MMG",638,677,1045,"NAN",3
"Ti16.7Zr16.7Hf16.7Cu16.7Ni16.7Be16.7","MMG",673,681,1088,"NAN",3
"Ti45Cu37.8Zr10Ni7.2","MMG",641,751,"NAN","NAN",3
"Ti44.1Cu37.044Zr9.8Ni7.0562Sn2","MMG",650,680,1167,"NAN",1
"Ti43.2Cu36.288Zr9.6Ni6.912Sn4","MMG",666,692,1167,"NAN",2
"Ti42.3Cu35.532Zr9.4Ni6.768Sn6","MMG",683,715,1156,"NAN",2
"Ti9.1Co18.2Cr18.2Cu18.2Fe18.2Ni18.2","MMG",739,1001,1169,"NAN",1
"Ti10.9Co10.9Cr21.7Fe21.7Ni32.6Mo2.2","MMG",842,1113,1426,"NAN","NAN"
"Ti13.8Co17.2Cr17.2Fe17.2Ni17.2Cu17.2","CMA",906,944,1473,"NAN","NAN"
"Ti43.15Zr9.59Cu36.24Ni9.06Sn1.96","CMA",649,840,1348,"NAN","NAN"
"Ti12.5Co12.5Cr12.5Fe12.5Ni12.5Cu12.5V12.5Mn12.5","CMA",699,864,1167,"NAN","NAN"
"Ti2.3Co22.7Cr22.7Fe22.7Ni22.7Al6.8","MMG",825,1017,1257,"NAN","NAN"
"Ti8.3Co25.0Cr16.7Fe16.7Ni25.0Mo8.3","CMA",848,1131,1439,"NAN","NAN"
"Ti6.7Co40.0Cr13.3Fe13.3Ni13.3Al13.3","CMA",857,918,1479,"NAN","NAN"
"Ti12.5Cr37.5Fe12.5Ni12.5Cu12.5Al12.5","CMA",810,848,1269,"NAN","NAN"
"Ti7.7Co23.8Cr15.9Fe15.9Ni23.8Mo12.7","CMA",809,1162,1259,"NAN","NAN"
"Ti16.7Co16.7Cr16.7Fe16.7Ni16.7Cu16.7","CMA",933,950,1494,"NAN","NAN"
"Ti28.6Co14.3Cr14.3Fe14.3Ni14.3Cu14.3","CMA",822,841,1356,"NAN","NAN"
"Ti9.1Co18.2Al4.5Cr18.2Cu13.6Fe18.2Ni18.2","CMA",801,946,1231,"NAN","NAN"
"Ti12.5Co12.5Cr12.5Fe12.5Ni12.5Cu12.5Al12.5V12.5","CMA",821,827,1248,"NAN","NAN"
"Ti7.7Co30.8Cr15.4Fe15.4Ni15.4Al15.4","CMA",791,827,1254,"NAN","NAN"
"Ti14.3Cr28.6Fe14.3Ni14.3Cu14.3Al14.3","CMA",790,841,1257,"NAN","NAN"
"Ti28.6Cr14.3Fe14.3Co14.3Ni14.3Al14.3","CMA",797,845,1267,"NAN","NAN"
"Ti15.4Cr23.1Fe15.4Ni15.4Cu15.4Al15.4","CMA",779,823,1286,"NAN","NAN"
"Ti8.7Co17.4Cr17.4Fe17.4Ni17.4Cu4.4Al17.4","CMA",776,821,1273,"NAN","NAN"
"Ti16.7Cr16.7Fe16.7Ni16.7Cu16.7Al16.7","CMA",791,830,1245,"NAN","NAN"
"Ti10Co10Cr20Fe20Ni20Al20","CMA",777,835,1282,"NAN","NAN"
"Ti18.2Cr9.1Fe18.2Ni18.2Cu18.2Al18.2","CMA",792,859,1265,"NAN","NAN"
"Ti23.3Zr23.3Nb23.3Mo23.3V7","CMA",786,970,1312,"NAN","NAN"
"Ti25.0Zr25.0Nb25.0Mo17.5V7.5","CMA",862,883,1350,"NAN","NAN"
"Ti20.8Zr20.8Nb20.8Mo31.3V6.3","CMA",835,1007,1268,"NAN","NAN"
"Ti21.7Zr21.7Nb21.7Mo28.3V6.5","CMA",867,967,1394,"NAN","NAN"
"Ti26.3Zr26.3Nb26.3Mo13.2V7.9","CMA",858,864,1343,"NAN","NAN"
"Ti27.8Zr27.8Nb27.8Mo8.3V8.3","CMA",826,895,1247,"NAN","NAN"
"Ti29.4Zr29.4Nb29.4Mo2.9V8.8","CMA",826,884,1300,"NAN","NAN"
"Ti30.3Zr30.3Nb30.3V9.1","CMA",813,889,1304,"NAN","NAN"
"Ti20Zr20Nb20Mo20V20","CMA",812,959,1314,"NAN","NAN"
"Ti20.8Zr20.8Nb20.8Mo17.0V20.8","CMA",854,972,1346,"NAN","NAN"
"Ti21.3Zr21.3Nb21.3Mo14.9V21.3","CMA",860,883,1356,"NAN","NAN"
"Ti21.3Zr21.3Nb21.3Mo15.0V21.3","CMA",847,883,1251,"NAN","NAN"
"Ti25Zr25Nb25V25","CMA",847,871,1251,"NAN","NAN"
"Ti21.8Zr21.8Nb21.8Mo13.0V21.8","CMA",815,852,1283,"NAN","NAN"
"Ti22.2Zr22.2Nb22.2Mo11.1V22.2","CMA",826,844,1238,"NAN","NAN"
"Ti23.3Zr23.3Nb23.3Mo7.0V23.3","CMA",817,846,1240,"NAN","NAN"
"Ti22.5Zr22.5Nb22.5Mo10.0V22.5","CMA",816,845,1245,"NAN","NAN"
"Ti20Zr20Hf20Nb20Cr20","CMA",818,855,1240,"NAN","NAN"
"Ti20Zr20Hf20Nb20V20","CMA",812,913,1262,"NAN","NAN"
"Ti11.1Nb22.2Mo22.2Ta22.2W22.2","CMA",842,1164,1300,"NAN","NAN"
"Ti15.8Nb21.1Mo21.1Ta21.1W21.1","CMA",939,1160,1487,"NAN","NAN"
"Ti16.7V16.7Nb16.7Mo16.7Ta16.7W16.7","CMA",941,1124,1479,"NAN","NAN"
"Ti20Nb20Mo20Ta20W20","CMA",927,1148,1456,"NAN","NAN"
"Ti60Zr5Cu9Ni8Be18","CMA","NAN",941,1464,"NAN","NAN"
"Ti40Zr25Cu9Ni8Be18","CMA","NAN","NAN","NAN","NAN","NAN"
"Ti40Zr25Cu12Ni3Be20","MMG","NAN","NAN","NAN","NAN","NAN"
"Ti34Zr11Cu47Ni8","MMG",698.4,"NAN","NAN","NAN","NAN"
"Ti5.6Nb23.5Mo23.5Ta23.5W23.5","MMG",1164,727.2,"NAN","NAN",4.5
"Ti47Cu38Zr7.5Fe2.5Sn2Si1Ag2","MMG","NAN",939,1487,"NAN","NAN"
"Ti47Cu37Zr7.5Fe2.5Sn2Si1Ag2Ta1","CMA","NAN","NAN","NAN","NAN","NAN"
"Ti47Cu36Zr7.5Fe2.5Sn2Si1Ag2Ta2","MMG","NAN","NAN","NAN","NAN",3
"Ti47Cu35Zr7.5Fe2.5Sn2Si1Ag2Ta3","MMG","NAN","NAN","NAN","NAN",3
"Ti47Cu34Zr7.5Fe2.5Sn2Si1Ag2Ta4","MMG","NAN","NAN","NAN","NAN",3
"Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si1","MMG","NAN","NAN","NAN","NAN",3
"Ti16.7Zr16.7Hf16.7Be16.7Cu16.7Ni16.7","MMG",681,"NAN","NAN","NAN","NAN"
"Ti40Zr25Ni12Cu3Be20","MMG",596,751,"NAN","NAN",15
"U65Fe30Al5","MMG","NAN",643,"NAN","NAN",5
"U69.2Fe30.8","MMG","NAN",600,1089,"NAN",0.02
"U60Fe30Al10","MMG",563,627,1011,"NAN","NAN"
"U62Fe28Al10","MMG",624,653,1147,"NAN","NAN"
"U58Co29Al13","MMG",615,649,1135,"NAN","NAN"
"U62.5Fe30Al7.5","MMG",617,636,1072,"NAN","NAN"
"U64Co28.5Al7.5","MMG",617,630,1118,"NAN","NAN"
"U64.2Fe30.8Sn5","MMG",548,638,1087,"NAN","NAN"
"U60Fe27.5Al12.5","MMG",573,635,1005,"NAN","NAN"
"U56.4Co29Al13B1.6","MMG",621,683,1169,"NAN","NAN"
"V20Cu20Hf20Co20Ti20","MMG",647,840,1070,"NAN","NAN"
"W56Ir23B21","MMG",829,1217,1254,"NAN","NAN"
"W46Ru37B17","CMA",1151,1271,"NAN","NAN","NAN"
"W44Os40B16","MG",1278,1173,"NAN","NAN","NAN"
"W30Fe38B25C7","MG",1048,1291,"NAN","NAN","NAN"
"W30Fe38B22C10","MG",985,1067,"NAN","NAN","NAN"
"W30Fe38B19C13","CMG",969,1003,"NAN","NAN","NAN"
"W30Fe38B17C15","MG",968,987,"NAN","NAN","NAN"
"W45Ru36B17Hf2","CMG",984,1129,1595,"NAN","NAN"
"W46Ru37B15Si2","CMG",1110,1180,"NAN","NAN","NAN"
"W38Ir17Ru31B14","MG",1025,1167,"NAN","NAN","NAN"
"W30Fe38B27C5","MG","NAN",1119,"NAN","NAN","NAN"
"W20Nb20Mo20Ta20V20","MG",1166,"NAN","NAN","NAN","NAN"
"W20Nb20Cu20Ta20Mg20","CMG",941,1144,1487,"NAN","NAN"
"Y56Al24Co20","CMA",636,950,1446,"NAN","NAN"
"Y55Al25Co20","CMA",633,690,1078,"NAN",1.5
"Y28Ti28Al24Co20","MMG",688,694,1060,"NAN",2
"Y6Fe72B22","MMG",898.4,946,1511,"NAN","NAN"
"Y36Sc20Al24Co20","MMG",645,948.6,1412.6,"NAN",2
"Y36Sc20Al24Co10Ni10","MMG",645,760,1034,"NAN",25
"Y5.88Fe70.56B21.56Ti2","MMG",731,917.3,1010,"NAN",25
"Y5.88Fe70.56B21.56Nb2","MMG",918,978.8,1415.4,"NAN",4
"Y5.88Fe70.56B21.56Nb2","MMG",918,980,1411.5,"NAN",4
"Y5.88Fe70.56B21.56Ta2","MMG",917.3,980,1411.5,"NAN",4
"Y5.88Fe70.56B21.56Ti2","MMG",914.5,978.8,1415.4,"NAN",4
"Yb62.5Zn15Mg17.5Cu5","MMG",381,973.7,1416,"NAN",3
"Zr55Cu45","MMG","NAN",401,"NAN","NAN",4
"Zr50Cu50","MMG","NAN","NAN","NAN","NAN",2
"Zr36Cu64","MMG","NAN","NAN","NAN","NAN",2
"Zr54Cu46","MMG",696,"NAN","NAN","NAN",2
"Zr20Ti20Ni20Cu20Be20","MMG",683,746,1201,"NAN",2
"Zr42.86Ti14.29Ni14.29Cu14.29Be14.27","MMG",645.9,729,1161,"NAN",6
"Zr33.33Ti16.67Ni16.67Cu16.67Be16.66","MMG",673.2,677.2,1036.6,"NAN",6
"Zr66Al8Ni26","MMG",672,706.9,1081.1,"NAN",6
"Zr70Fe22Al8","MMG","NAN",707.6,"NAN","NAN","NAN"
"Zr69Fe22Al9","MMG","NAN","NAN","NAN","NAN",1.5
"Zr72Fe19Al9","MMG","NAN","NAN","NAN","NAN",2.5
"Zr73Fe18Al9","MMG","NAN","NAN","NAN","NAN",2
"Zr71Fe20Al9","MMG","NAN","NAN","NAN","NAN",2
"Zr71Fe21Al8","MMG","NAN","NAN","NAN","NAN",2
"Zr47Cu44Al9","MMG",716.5,"NAN","NAN","NAN",1.5
"Zr42Ti6Cu36Al8Ag8","MMG",704,777.1,1164.4,"NAN","NAN"
"Zr44Ti4Cu36Al8Ag8","MMG",700,731,1212,"NAN",4
"Zr50Cu45Ag5","MMG",669,779,1131,"NAN",25
"Zr45Ni34Ti21","MMG",642,728,1188,"NAN","NAN"
"Zr45Ni34Ti21","MMG",669,806,1153,"NAN",20
"Zr50Cu48Ag2","MMG",668,727,1171,"NAN",4
"Zr45Ti21Ni34","MMG",642,795,1153,"NAN",25
"Zr52Co25Al23","MMG",755,781,1218,"NAN",4
"Zr71Fe19Al10","MMG","NAN",841,1320,"NAN",2
"Zr70Fe20Al10","MMG","NAN","NAN","NAN","NAN",0.5
"Zr50Cu40Al10","MMG","NAN","NAN","NAN","NAN",1
"Zr55Cu35Al10","MMG","NAN","NAN","NAN","NAN",16
"Zr55Co25Al20","MMG",765,"NAN","NAN","NAN",8
"Zr55Al20Co25","MMG",761,811,1295,16.6,2
"Zr60Cu30Al10","MMG",665,840,1245,16.5,2.5
"Zr56Al16Co28","MMG",741,755,1207,"NAN",8
"Zr60Al10Cu30","CMG",663,"NAN",1198,"NAN",18
"Zr55Al10Cu35","MMG",679,743,"NAN","NAN",4
"Zr60Al12Cu28","MMG",664,752,"NAN","NAN",4
"Zr50Cu38Ag12","MMG",663,736,"NAN","NAN",5
"Zr50Cu40Ag10","MMG",667,734,1187,"NAN",4
"Zr56Co28Al16","MMG",705,743,1205,"NAN",8
"Zr55Co29Al16","MMG",750,792,1258,"NAN","NAN"
"Zr53Co31Al16","MMG",763,799,1258,"NAN","NAN"
"Zr52Co32Al16","MMG",770,812,1257,"NAN","NAN"
"Zr51Co33Al16","MMG",775,824,1256,"NAN","NAN"
"Zr54Co30Al16","MMG",757,828,1258,"NAN","NAN"
"Zr58Co26Al16","MMG",729,806,1258,"NAN","NAN"
"Zr57Co27Al16","MMG",735,780,1282,"NAN","NAN"
"Zr38.46Ti15.38Ni15.38Cu15.38Be15.40","MMG",658.2,787,1260,"NAN","NAN"
"Zr46.67Ti13.33Ni13.33Cu13.33Be13.34","MMG",634.3,690,1055.6,"NAN",6
"Zr27.27Ti18.18Ni18.18Cu18.18Be18.19","MMG",669.1,685.6,1053.5,"NAN",6
"Zr70Ni9Cu12Al9","MMG",632,724.6,1116.3,"NAN",6
"Zr50Cu30Al15Y5","MMG",635,707,1182,"NAN","NAN"
"Zr56Al16Co27Fe1","MMG",705,743,1190,"NAN","NAN"
"Zr56Al16Co24Fe4","MMG",741,792,1261,"NAN","NAN"
"Zr50Cu37Al10Pd3","MMG",669,792,1262,"NAN","NAN"
"Zr61Ti2Cu25Al12","MMG",641,717,1143,"NAN","NAN"
"Zr55Al20Co20Nb5","MMG",715,723,1200,"NAN","NAN"
"Zr55Al15Co26Nb4","MMG",733,778,1192,"NAN","NAN"
"Zr30Ti25Al20Co25","MMG",665,788,1313,"NAN","NAN"
"Zr42Cu48Al6Ag4","MMG",711,716,1114,"NAN","NAN"
"Zr45Cu40Al7Ag8","MMG",713,800,1185,"NAN","NAN"
"Zr43Cu47Al7Ag3","MMG",726,762,1159,"NAN","NAN"
"Zr43Cu45Al7Ag5","MMG",727,793,1156,"NAN","NAN"
"Zr43Cu49Al7Ag1","MMG",729,794,1139,"NAN","NAN"
"Zr40Nb1Cu54Al5","MMG",741,795,1170,"NAN","NAN"
"Zr40Nb5Cu50Al5","MMG",750,807,1232,"NAN","NAN"
"Zr40Nb3Cu52Al5","MMG",747,790,1243,"NAN","NAN"
"Zr55Al15Co25Nb5","MMG",740,789,1238,"NAN","NAN"
"Zr56Co21Al16Cu7","MMG",748,786,1375,"NAN","NAN"
"Zr56Co22Al16Cu6","MMG",753,794,1245,"NAN","NAN"
"Zr56Co23Al16Cu5","MMG",750,802,1245,"NAN","NAN"
"Zr28Y28Al22Co22","MMG",712,808,1244,"NAN","NAN"
"Zr42Cu50Al6Ag2","MMG",709,739,1441,"NAN","NAN"
"Zr42Cu50Al4Ag4","MMG",703,802,1194,"NAN","NAN"
"Zr44Cu48Al6Ag2","MMG",704,784,1168,"NAN","NAN"
"Zr42Cu42Al8Ag8","MMG",705,788,1167,"NAN","NAN"
"Zr50Cu34Al8Ag8","MMG",680,780,1213,"NAN","NAN"
"Zr46Cu46Al6Ag2","MMG",698,780,1149,"NAN","NAN"
"Cu50Zr35Ti10Al5","MMG",700,778,1175,"NAN","NAN"
"Zr48Cu40Al7Ag5","MMG",699,741,1158,"NAN","NAN"
"Zr46Cu46Al4Ag4","MMG",686,769,1121,"NAN","NAN"
"Zr50Cu38Al10Ti2","MMG",687,767,1169,"NAN","NAN"
"Zr45Cu47Al4Ag4","MMG",688,746,1154,"NAN","NAN"
"Zr44Cu48Al4Ag4","MMG",692,770,1156,"NAN","NAN"
"Zr44Cu46Al4Ag6","MMG",692,779,1155,"NAN","NAN"
"Zr46Cu38Al8Ag8","MMG",692,776,1175,"NAN","NAN"
"Zr45Cu47Al5Ag3","MMG",702,795,1146,"NAN","NAN"
"Zr48Cu42Al7Ag3","MMG",700,785,1162,"NAN","NAN"
"Zr48Cu36Ag13Al3","MMG",690,763,1135,"NAN","NAN"
"Zr55Al10Cu30Ni5","MMG",685,753,1169,"NAN","NAN"
"Zr60Al8Cu17Ni15","MMG",687,750,1143,"NAN","NAN"
"Zr70Cu19Al8Ni3","MMG",630,752,1143,"NAN","NAN"
"Zr66Al9Cu16Ni9","MMG",647,689,1200,"NAN","NAN"
"Zr48Cu40Al4Ag8","MMG",411,643,1274,"NAN","NAN"
"Zr48Cu45Al4Ga3","MMG",430,483,856,"NAN","NAN"
"Zr40Cu50Al5Ag5","MMG",490,618,901,"NAN","NAN"
"Zr35Ti30Be30Al5","MMG",602,691,1036,"NAN","NAN"
"Zr43Cu49Al4Ag4","MMG",614,733,1138,"NAN","NAN"
"Zr62Nb5Cu25Al8","MMG",574,687,998,"NAN","NAN"
"Zr48Cu37Al7Ag8","MMG",653,698,1243,"NAN","NAN"
"Zr50Cu42.5Al7.5","MMG","NAN",765,1125,"NAN",10
"Zr60Cu27Al8Fe5","MMG",696.7,"NAN","NAN","NAN",8
"Zr70Al8Cu3Ni19","MMG",640,774.2,1196.8,"NAN",4
"Zr70Al8Cu6Ni16","MMG",631,710,1220,"NAN",1.5
"Zr70Al8Cu19Ni3","MMG",630,705,1205,"NAN",8
"Zr48Cu36Al9Ag7","MMG",689,710,1200,"NAN",1.5
"Zr70Al8Cu16Ni6","MMG",641,776,1151,"NAN",10.4
"Zr66Al8Cu7Ni19","MMG",665,707,1179,"NAN",6
"Zr48Cu43Al7Ag2","MMG",700,745,1227,"NAN","NAN"
"Zr48Cu36Al8Ag8","MMG",690,761,1152,"NAN",12
"Zr44Cu40Ag8Al8","MMG",702,791,1143,"NAN",25
"Zr48Cu36Ag8Al8","MMG",670,772,1166,"NAN",15
"Zr46Cu38Ag8Al8","MMG",690,771,1146,"NAN",25
"Zr50Cu34Ag8Al8","MMG",680,784,1148,"NAN",20
"Zr55Ti3Cu32Al10","MMG",668,780,1148,"NAN",15
"Zr61Ti2Al12Cu25","MMG",652,723,1188,"NAN",3
"Zr55Al10Ni5Cu30","MMG",661,"NAN","NAN","NAN","NAN"
"Zr65Cu20Al10Fe5","MMG",657,"NAN","NAN","NAN","NAN"
"Zr52.5Cu37.5Al10","MMG","NAN",724,1166,"NAN",2
"Zr50Cu37.5Al12.5","MMG","NAN","NAN","NAN","NAN",8
"Zr47.5Cu42.5Al10","MMG","NAN","NAN","NAN","NAN",8
"Zr72.5Fe17.5Al10","MMG","NAN","NAN","NAN","NAN",8
"Zr60Cu25Al10Fe5","MMG",668.2,"NAN","NAN","NAN",1.5
"Zr55Cu30Al10Ni5","MMG",690,750.7,1179.9,"NAN",4
"Zr54Cu29Ni7Al10","MMG",719.4,757,1158,"NAN",5.2
"Zr62Cu23Fe5Al10","MMG",651,783.6,"NAN","NAN","NAN"
"Zr70Al8Cu11Ni11","MMG",633,751,1186,"NAN",3
"Zr50Ti2Al10Cu38","MMG",687,706,1175,"NAN",8
"Zr55Al20Co20Cu5","MMG",674,737,1095,"NAN",4
"Zr48Cu36Al3Ag13","MMG",690,815,1285,"NAN",5
"Zr62Al8Cu17Ni13","MMG",675,753,1169,"NAN",4.5
"Zr61Al8Cu17Ni14","MMG",679,752,1352,"NAN","NAN"
"Zr62Cu23Al10Fe5","MMG",651,757,1143,"NAN","NAN"
"Zr64Al8Cu17Ni11","MMG",666,751,1186,"NAN","NAN"
